Cities_positive,Positive_city_seed_comparisons,Total_city_seed_comparisons,Mean_city_RMSE_gain_pct,Wilcoxon_W,Wilcoxon_exact_one_sided_p,Frozen_transfer_scale,Inner_source_folds_positive
7/7,45,49,1.399,28,0.0078125,0.35,42/42
