City,C1_RMSE_mean,C1_RMSE_sd,C2_RMSE_mean,C2_RMSE_sd,C3_RMSE_mean,C3_RMSE_sd,C2_to_C3_mean_pct,C2_to_C3_sd_pct,C2_to_C3_seedwins,C1_to_C3_mean_pct,C1_to_C3_seedwins,C3_MAE_mean
bengaluru,10.9391525887282,0.17532396524069585,10.674530801838202,0.20344609180737538,10.513009775827726,0.20055621613301042,1.513087282247934,0.1371592359026763,7,3.8992542298651904,7,8.099949458065192
chennai,24.323194736591933,0.1433534926477046,23.521806182452718,0.14238074417616892,22.91998970889315,0.1640075832520884,2.558962582558092,0.2132151727810275,7,5.769251256348844,7,15.14824571146026
delhi,27.396208626857895,0.3352944464411614,25.809280262340856,0.24868049795152722,25.097735541477565,0.24984747267241017,2.7570185966610574,0.2029751529714094,7,8.386795695832216,7,18.01013864468981
gurugram,37.2502194482799,0.5072105220867664,36.50328598669262,0.4170286432014312,36.244335642286394,0.3569518658218571,0.7073649488889895,0.3679481250555561,7,2.694440979032343,7,27.84331451741059
hyderabad,8.973066735043036,0.0826827002673185,8.772933522094322,0.0844183914859124,8.692643765496673,0.08188308778732768,0.9150175231196139,0.06178605013401029,7,3.1251743192426518,7,6.280090235323449
jaipur,24.557632664553672,0.2707213879668768,22.705988479860594,0.257727580876608,22.187514267292347,0.2406504479816824,2.2826189507807086,0.27525768853479166,7,9.650902836345344,7,13.315703452585577
lucknow,24.34931386816753,0.5398823353992291,23.733733821784938,0.47741387673516417,23.628710189990578,0.4863990897752774,0.44310449554169606,0.20040041146508325,7,2.9554224684097608,7,17.395900164284612
