City,Transition_RMSE_gain_mean_pct,Transition_RMSE_positive_seeds,Transition_MAE_gain_mean_pct,Transition_MAE_positive_seeds,Boundary20_RMSE_gain_mean_pct,Boundary20_RMSE_positive_seeds,Boundary20_MAE_gain_mean_pct,Boundary20_MAE_positive_seeds
bengaluru,12.236960932940008,7,10.33182968841965,7,0.9323775811888397,7,-1.3123782219497326,0
chennai,6.4175159670144755,7,1.920457060277336,7,4.285394570532238,7,0.3356283389452844,6
delhi,3.3406536776066105,7,3.1352757922087737,7,0.7159676152905644,7,0.2141631763097874,4
gurugram,1.9264849333086254,7,2.8698006471833475,7,5.213714771179722,7,7.448171391303973,7
hyderabad,0.0,0,0.0,0,3.8427350645505896,7,2.5141382669164,7
jaipur,13.83224108402372,7,12.770980675681196,7,10.011799412194254,7,15.565428188930984,7
lucknow,4.949675020965282,7,5.479401264670178,7,3.907615477197121,7,1.133355162508386,7
